,lon,lat
0,114.17663785664149,22.32131571609929
1,114.18549879824543,22.323993412595303
2,114.1816627477598,22.32378132685427
3,114.18073013653283,22.324615493525044
4,114.17578190417673,22.317821077137406
5,114.18321859928513,22.327792345209733
6,114.20119847491077,22.327538175697363
7,114.17945759008848,22.325240540523005
8,114.1860973850351,22.326295478434496
9,114.1759826495602,22.339100447876394
10,114.1842286757982,22.328290749036668
11,114.19997327784304,22.326830232524625
12,114.17885452600999,22.31394051351977
13,114.18412079364923,22.320710262125125
14,114.17654878300478,22.316015281507454
15,114.20338070649785,22.332143885969145
16,114.17814502253488,22.31316940830824
17,114.20682572371358,22.31735461503633
18,114.18143723403594,22.325435925430988
19,114.17376209169822,22.32249518506039
20,114.2022085609596,22.32802806919606
21,114.18482375515048,22.318010325449812
22,114.19109602688054,22.318714716987767
23,114.17860547499492,22.313029222985012
24,114.19241415990805,22.32983765708031
25,114.17303014903749,22.321575675567278
26,114.17539683335669,22.32553335886082
27,114.17519110148747,22.32129616920316
28,114.17637816162612,22.317051445390806
29,114.18354196003335,22.31463150027799
30,114.17857726519583,22.31948634611585
31,114.17558142085126,22.343030886668082
32,114.18075516642855,22.314914699117885
33,114.18208370267746,22.316603573829404
34,114.17378914925473,22.320862954735297
35,114.18057749873495,22.334532919139942
36,114.18569211324088,22.318118073649778
37,114.18638727766431,22.30875536787445
38,114.1817265771906,22.32837892140913
39,114.19107295707003,22.318549422957506
40,114.17453192528127,22.321387997866136
41,114.20745608144966,22.312954598498457
42,114.18336134450901,22.32039571755526
43,114.17605379134915,22.313941499478155
44,114.20513632119847,22.314975634258147
45,114.19123198697656,22.31828370437824
46,114.18987079141984,22.308245530266547
47,114.18693248703218,22.309606365926637
48,114.1794092415727,22.312736315667237
49,114.18126712534917,22.322418095983164
50,114.18446826340323,22.30407762847487
51,114.17754839851597,22.32596255466143
52,114.19121930847372,22.31743479715874
53,114.1875104082337,22.301840803360808
54,114.1924237877262,22.307534968671863
55,114.17684668237408,22.324659141674502
56,114.20130556728577,22.328226589328466
57,114.17364166339291,22.324497933320078
58,114.192390264228,22.329531794739772
59,114.1770579371724,22.312936986906134
60,114.19932937842748,22.327551973144644
61,114.18714616726997,22.309166814509215
62,114.18849486751766,22.306208386644848
63,114.1822584255737,22.31595887914057
64,114.17812556510157,22.33840163011999
65,114.19142586594977,22.319109619244916
66,114.17777856163056,22.320936669520485
67,114.18066690137046,22.32351592193377
68,114.1824604605855,22.329795911700543
69,114.18802967879219,22.311119276987522
70,114.1773311676262,22.326029970514288
71,114.17599229336007,22.340348014919726
72,114.17764444583945,22.322747987314226
73,114.19022271004344,22.31646626398241
74,114.20255702540081,22.33327698213703
75,114.17649785603473,22.329912861297885
76,114.1906930956012,22.324224357300643
77,114.18467573267695,22.308214299815976
78,114.17778682272274,22.32015347119023
79,114.18839667560216,22.320615217251643
80,114.18789046785294,22.302675343519237
81,114.17354481867005,22.32372489158842
82,114.20153647122775,22.32779717611644
83,114.18649935088156,22.310553349550506
84,114.17671741269102,22.323434019751137
85,114.17667738876274,22.329036737143074
86,114.18164185103096,22.321771178937805
87,114.18777380834275,22.329631565870127
88,114.18608750665916,22.3215636582794
89,114.18120445672996,22.33135662535483
90,114.18366498943496,22.313651027553295
91,114.17604303530607,22.338888578311213
92,114.18128183264228,22.318785293687384
93,114.1770068964257,22.32367155833355
94,114.18990106302299,22.322735643886592
95,114.18335226492073,22.317996514397652
96,114.1792470600771,22.32673102070135
97,114.20371542944639,22.33341065592558
98,114.18480092486327,22.32068655190602
99,114.18622177795261,22.329451789328022
100,114.20458826822502,22.329808413587582
101,114.19215895452302,22.307857608162667
102,114.20352800852449,22.33353902821525
103,114.1746292327093,22.319573794027875
104,114.17861478421514,22.313279906172003
105,114.18462969637216,22.304111134902527
106,114.18014346669983,22.311395799027224
107,114.17334501829079,22.32143307175813
108,114.19020755158418,22.31344011648736
109,114.18145936817139,22.340711258637747
110,114.17755446572113,22.33549756702998
